local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Peripheral blood blast percentage at birth,Peripheral blood blast percentage at birth,encounter,,encounter,Peripheral-blood-blast-percentage-at-birth,Peripheral blood blast percentage at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Hematocrit,Hematocrit,encounter,,encounter,Hematocrit,Hematocrit,http://includedcc.org/fhir/code-systems/measurement_codes,
Gestational age at birth,Gestational age at birth,encounter,,encounter,Gestational-age-at-birth,Gestational age at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Birth weight,Birth weight,encounter,,encounter,Birth-weight,Birth weight,http://includedcc.org/fhir/code-systems/measurement_codes,
"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?","In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",encounter,,encounter,Visit-count-for-year,"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",http://includedcc.org/fhir/code-systems/measurement_codes,
Weight,Body Weight,encounter,,encounter,Weight,Body Weight,http://includedcc.org/fhir/code-systems/measurement_codes,
Height,Body Height,encounter,,encounter,Height,Body Height,http://includedcc.org/fhir/code-systems/measurement_codes,
BMI,Body Mass Index,encounter,,encounter,BMI,Body Mass Index,http://includedcc.org/fhir/code-systems/measurement_codes,
Observed,Condition was observed or reported (this will be the case for most conditions),Condition,Condition Interpretation,Condition Interpretation,confirmed,Confirmed,http://terminology.hl7.org/CodeSystem/condition-ver-status,
Current,Condition is ongoing,Condition,Condition Status,Condition Status,LA9040-2,Ongoing,http://loinc.org,
Resolved,Condition has been resolved,Condition,Condition Status,Condition Status,LA9041-0,Resolved,http://loinc.org,
Father,Father,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Mother,Mother,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Sibling,Sibling,Participant,Family Relationship,Inverse Family Relationship,SIB,sibling,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Other relative,Other relative,Participant,Family Relationship,Inverse Family Relationship,O,Other,http://terminology.hl7.org/CodeSystem/v2-0131,
Female,Female,Participant,Sex,Sex,female,Female,http://hl7.org/fhir/administrative-gender,
Male,Male,Participant,Sex,Sex,male,Male,http://hl7.org/fhir/administrative-gender,
Other,Other,Participant,Sex,Sex,other,Other,http://hl7.org/fhir/administrative-gender,
Unknown,Unknown,Participant,Sex,Sex,unknown,Unknown,http://hl7.org/fhir/administrative-gender,
American Indian or Alaska Native,American Indian or Alaska Native,Participant,Race,Race,1002-5,American Indian or Alaska Native,urn:oid:2.16.840.1.113883.6.238,
Asian,Asian,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Black or African American,Black or African American,Participant,Race,Race,2054-5,Black or African American,urn:oid:2.16.840.1.113883.6.238,
More than one race,More than one race,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,Participant,Race,Race,2076-8,Native Hawaiian or Other Pacific Islander,urn:oid:2.16.840.1.113883.6.238,
Other,Other,Participant,Race,Race,OTH,other,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
White,White,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Race,Race,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
East Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,https://hl7.org/fhir/us/core/stu4/CodeSystem-cdcrec.html
Latin American,UK only; do not use for US data,Participant,Race,Race,2178-2,Latin American,urn:oid:2.16.840.1.113883.6.238,
Middle Eastern or North African,UK only; do not use for US data,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
South Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Hispanic or Latino,Hispanic or Latino,Participant,Ethnicity,Ethnicity,2135-2,Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Not Hispanic or Latino,Not Hispanic or Latino,Participant,Ethnicity,Ethnicity,2186-5,Not Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Ethnicity,Ethnicity,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Ethnicity,Ethnicity,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
T21,Trisomy 21 (Down syndrome),Participant,Down Syndrome Status,Down Syndrome Status,8608,Down Syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Dead,Dead,Participant,Outcomes Vital Status,Outcomes Vital Status,LA9627-6,Dead,http://loinc.org,
Alive,Alive,Participant,Outcomes Vital Status,Outcomes Vital Status,LA4247-8,Alive,http://loinc.org,
Unknown or not available,Unknown or not available,Participant,Outcomes Vital Status,Outcomes Vital Status,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Congenital heart defects,Abnormal heart morphology,condition,HPO Code,condition_description,0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
Congenital heart defects,congenital heart disease,condition,MONDO Code,condition_description,0005453,congenital heart disease,http://purl.obolibrary.org/obo/mondo.owl,
Thrombocytopenia,Thrombocytopenia,condition,HPO Code,condition_description,0001873,Thrombocytopenia,http://purl.obolibrary.org/obo/hp.owl,
Thrombocytopenia,thrombocytopenia,condition,MONDO Code,condition_description,0002049,thrombocytopenia,http://purl.obolibrary.org/obo/mondo.owl,
Down syndrome,Down syndrome,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Polycythemia,Polycythemia,condition,HPO Code,condition_description,0001901,Polycythemia,http://purl.obolibrary.org/obo/hp.owl,
Polycythemia,polycythemia,condition,MONDO Code,condition_description,0005571,polycythemia,http://purl.obolibrary.org/obo/mondo.owl,
"Transient abnormal myelopoiesis, blasts >10%",Transient myeloproliferative syndrome,condition,HPO Code,condition_description,0005534,Transient myeloproliferative syndrome,http://purl.obolibrary.org/obo/hp.owl,
"Transient abnormal myelopoiesis, blasts >10%",transient myeloproliferative syndrome,condition,MONDO Code,condition_description,0008040,transient myeloproliferative syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Maternal diabetes,Maternal diabetes,condition,HPO Code,condition_description,0009800,Maternal diabetes,http://purl.obolibrary.org/obo/hp.owl,
Maternal diabetes,gestational diabetes,condition,MONDO Code,condition_description,0005406,gestational diabetes,http://purl.obolibrary.org/obo/mondo.owl,
Oesophageal atresia,Esophageal atresia,condition,HPO Code,condition_description,0002032,Esophageal atresia,http://purl.obolibrary.org/obo/hp.owl,
Oesophageal atresia,esophageal atresia (disease),condition,MONDO Code,condition_description,0001044,esophageal atresia,http://purl.obolibrary.org/obo/mondo.owl,
Duodenal atresia,Duodenal atresia,condition,HPO Code,condition_description,0002247,Duodenal atresia,http://purl.obolibrary.org/obo/hp.owl,
Duodenal atresia,duodenal atresia (disease),condition,MONDO Code,condition_description,0009126,duodenal atresia,http://purl.obolibrary.org/obo/mondo.owl,
Anemia,Anemia,condition,HPO Code,condition_description,0001903,Anemia,http://purl.obolibrary.org/obo/hp.owl,
Anemia,anemia,condition,MONDO Code,condition_description,0002280,anemia,http://purl.obolibrary.org/obo/mondo.owl,
Oesophageal atresia + Hirschsprung's disease,Esophageal atresia,condition,HPO Code,condition_description,0002032,Esophageal atresia,http://purl.obolibrary.org/obo/hp.owl,
Oesophageal atresia + Hirschsprung's disease,esophageal atresia (disease),condition,MONDO Code,condition_description,0001044,esophageal atresia,http://purl.obolibrary.org/obo/mondo.owl,
Oesophageal atresia + Hirschsprung's disease,Aganglionic megacolon,condition,HPO Code,condition_description,0002251,Aganglionic megacolon,http://purl.obolibrary.org/obo/hp.owl,
Oesophageal atresia + Hirschsprung's disease,Hirschsprung disease,condition,MONDO Code,condition_description,0018309,Hirschsprung disease,http://purl.obolibrary.org/obo/mondo.owl,
Oesophageal atresia + Tetralogy of Fallot,Esophageal atresia,condition,HPO Code,condition_description,0002032,Esophageal atresia,http://purl.obolibrary.org/obo/hp.owl,
Oesophageal atresia + Tetralogy of Fallot,esophageal atresia (disease),condition,MONDO Code,condition_description,0001044,esophageal atresia,http://purl.obolibrary.org/obo/mondo.owl,
Oesophageal atresia + Tetralogy of Fallot,Tetralogy of Fallot,condition,HPO Code,condition_description,0001636,Tetralogy of Fallot,http://purl.obolibrary.org/obo/hp.owl,
Oesophageal atresia + Tetralogy of Fallot,tetralogy of fallot,condition,MONDO Code,condition_description,0008542,tetralogy of fallot,http://purl.obolibrary.org/obo/mondo.owl,
Imperforate anus,Anal atresia,condition,HPO Code,condition_description,0002023,Anal atresia,http://purl.obolibrary.org/obo/hp.owl,
Imperforate anus,imperforate anus,condition,MONDO Code,condition_description,0001046,imperforate anus,http://purl.obolibrary.org/obo/mondo.owl,
Hirschsprung's disease,Aganglionic megacolon,condition,HPO Code,condition_description,0002251,Aganglionic megacolon,http://purl.obolibrary.org/obo/hp.owl,
Hirschsprung's disease,Hirschsprung disease,condition,MONDO Code,condition_description,0018309,Hirschsprung disease,http://purl.obolibrary.org/obo/mondo.owl,
Gastroschisis,Gastroschisis,condition,HPO Code,condition_description,0001543,Gastroschisis,http://purl.obolibrary.org/obo/hp.owl,
Gastroschisis,gastroschisis,condition,MONDO Code,condition_description,0009264,gastroschisis,http://purl.obolibrary.org/obo/mondo.owl,
Acute lymphoblastic leukemia,Acute lymphoblastic leukemia,condition,HPO Code,condition_description,0006721,Acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/hp.owl,
Acute lymphoblastic leukemia,acute lymphoblastic leukemia,condition,MONDO Code,condition_description,0004967,acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/mondo.owl,
Myeloid leukemia of DS,Myeloid leukemia,condition,HPO Code,condition_description,0012324,Myeloid leukemia,http://purl.obolibrary.org/obo/hp.owl,
Myeloid leukemia of DS,myeloid leukemia,condition,MONDO Code,condition_description,0004643,myeloid leukemia,http://purl.obolibrary.org/obo/mondo.owl,
Duodenal stenosis,Duodenal stenosis,condition,HPO Code,condition_description,0100867,Duodenal stenosis,http://purl.obolibrary.org/obo/hp.owl,
Duodenal stenosis,duodenal atresia (disease),condition,MONDO Code,condition_description,0009126,duodenal atresia,http://purl.obolibrary.org/obo/mondo.owl,
Gastrointestinal malrotation,Intestinal malrotation,condition,HPO Code,condition_description,0002566,Intestinal malrotation,http://purl.obolibrary.org/obo/hp.owl,
