local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Peripheral blood blast percentage at birth,Peripheral blood blast percentage at birth,encounter,,encounter,Peripheral-blood-blast-percentage-at-birth,Peripheral blood blast percentage at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Hematocrit,Hematocrit,encounter,,encounter,Hematocrit,Hematocrit,http://includedcc.org/fhir/code-systems/measurement_codes,
Gestational age at birth,Gestational age at birth,encounter,,encounter,Gestational-age-at-birth,Gestational age at birth,http://includedcc.org/fhir/code-systems/measurement_codes,
Birth weight,Birth weight,encounter,,encounter,Birth-weight,Birth weight,http://includedcc.org/fhir/code-systems/measurement_codes,
"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?","In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",encounter,,encounter,Visit-count-for-year,"In the past 12 months, how many times has the participant been admitted to a hospital overnight or longer?",http://includedcc.org/fhir/code-systems/measurement_codes,
Weight,Body Weight,encounter,,encounter,Weight,Body Weight,http://includedcc.org/fhir/code-systems/measurement_codes,
Height,Body Height,encounter,,encounter,Height,Body Height,http://includedcc.org/fhir/code-systems/measurement_codes,
BMI,Body Mass Index,encounter,,encounter,BMI,Body Mass Index,http://includedcc.org/fhir/code-systems/measurement_codes,
Observed,Condition was observed or reported (this will be the case for most conditions),Condition,Condition Interpretation,Condition Interpretation,confirmed,Confirmed,http://terminology.hl7.org/CodeSystem/condition-ver-status,
Current,Condition is ongoing,Condition,Condition Status,Condition Status,LA9040-2,Ongoing,http://loinc.org,
Resolved,Condition has been resolved,Condition,Condition Status,Condition Status,LA9041-0,Resolved,http://loinc.org,
Father,Father,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Mother,Mother,Participant,Family Relationship,Inverse Family Relationship,CHILD,child,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Sibling,Sibling,Participant,Family Relationship,Inverse Family Relationship,SIB,sibling,http://terminology.hl7.org/CodeSystem/v3-RoleCode,
Other relative,Other relative,Participant,Family Relationship,Inverse Family Relationship,O,Other,http://terminology.hl7.org/CodeSystem/v2-0131,
Female,Female,Participant,Sex,Sex,female,Female,http://hl7.org/fhir/administrative-gender,
Male,Male,Participant,Sex,Sex,male,Male,http://hl7.org/fhir/administrative-gender,
Other,Other,Participant,Sex,Sex,other,Other,http://hl7.org/fhir/administrative-gender,
Unknown,Unknown,Participant,Sex,Sex,unknown,Unknown,http://hl7.org/fhir/administrative-gender,
American Indian or Alaska Native,American Indian or Alaska Native,Participant,Race,Race,1002-5,American Indian or Alaska Native,urn:oid:2.16.840.1.113883.6.238,
Asian,Asian,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Black or African American,Black or African American,Participant,Race,Race,2054-5,Black or African American,urn:oid:2.16.840.1.113883.6.238,
More than one race,More than one race,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander,Participant,Race,Race,2076-8,Native Hawaiian or Other Pacific Islander,urn:oid:2.16.840.1.113883.6.238,
Other,Other,Participant,Race,Race,OTH,other,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
White,White,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Race,Race,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Race,Race,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
East Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,https://hl7.org/fhir/us/core/stu4/CodeSystem-cdcrec.html
Latin American,UK only; do not use for US data,Participant,Race,Race,2178-2,Latin American,urn:oid:2.16.840.1.113883.6.238,
Middle Eastern or North African,UK only; do not use for US data,Participant,Race,Race,2028-9,White,urn:oid:2.16.840.1.113883.6.238,
South Asian,UK only; do not use for US data,Participant,Race,Race,2028-9,Asian,urn:oid:2.16.840.1.113883.6.238,
Hispanic or Latino,Hispanic or Latino,Participant,Ethnicity,Ethnicity,2135-2,Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Not Hispanic or Latino,Not Hispanic or Latino,Participant,Ethnicity,Ethnicity,2186-5,Not Hispanic or Latino,urn:oid:2.16.840.1.113883.6.238,
Prefer not to answer,Prefer not to answer,Participant,Ethnicity,Ethnicity,ASKU,asked but unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Unknown,Unknown,Participant,Ethnicity,Ethnicity,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
T21,Trisomy 21 (Down syndrome),Participant,Down Syndrome Status,Down Syndrome Status,8608,Down Syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Dead,Dead,Participant,Outcomes Vital Status,Outcomes Vital Status,LA9627-6,Dead,http://loinc.org,
Alive,Alive,Participant,Outcomes Vital Status,Outcomes Vital Status,LA4247-8,Alive,http://loinc.org,
Unknown or not available,Unknown or not available,Participant,Outcomes Vital Status,Outcomes Vital Status,UNK,Unknown,http://terminology.hl7.org/CodeSystem/v3-NullFlavor,
Down syndrome,Down syndrome,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Hirschsprung's Disease,Aganglionic megacolon,condition,HPO Code,condition_description,0002251,Aganglionic megacolon,http://purl.obolibrary.org/obo/hp.owl,
Hirschsprung's Disease,Hirschsprung disease,condition,MONDO Code,condition_description,0018309,Hirschsprung disease,http://purl.obolibrary.org/obo/mondo.owl,
Catatonia,catatonia,condition,MONDO Code,condition_description,0800105,catatonia,http://purl.obolibrary.org/obo/mondo.owl,
Autism,Autism,condition,HPO Code,condition_description,0000717,Autism,http://purl.obolibrary.org/obo/hp.owl,
Autism,autism,condition,MONDO Code,condition_description,0005260,autism,http://purl.obolibrary.org/obo/mondo.owl,
ADHD,Attention deficit hyperactivity disorder,condition,HPO Code,condition_description,0007018,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/hp.owl,
ADHD,attention deficit-hyperactivity disorder,condition,MONDO Code,condition_description,0007743,attention deficit-hyperactivity disorder,http://purl.obolibrary.org/obo/mondo.owl,
Hypotonia,Hypotonia,condition,HPO Code,condition_description,0001252,Hypotonia,http://purl.obolibrary.org/obo/hp.owl,
Epilepsy,Seizure,condition,HPO Code,condition_description,0001250,Seizure,http://purl.obolibrary.org/obo/hp.owl,
Epilepsy,epilepsy,condition,MONDO Code,condition_description,0005027,epilepsy,http://purl.obolibrary.org/obo/mondo.owl,
Dysautonomia,dysautonomia,condition,MONDO Code,condition_description,0044872,dysautonomia,http://purl.obolibrary.org/obo/mondo.owl,
Dravet Syndrome or Lennox Gastaut,Epileptic encephalopathy,condition,HPO Code,condition_description,0200134,Epileptic encephalopathy,http://purl.obolibrary.org/obo/hp.owl,
Dravet Syndrome or Lennox Gastaut,developmental and epileptic encephalopathy,condition,MONDO Code,condition_description,0100062,developmental and epileptic encephalopathy,http://purl.obolibrary.org/obo/mondo.owl,
Dystonia,Dystonia,condition,HPO Code,condition_description,0001332,Dystonia,http://purl.obolibrary.org/obo/hp.owl,
Dystonia,dystonic disorder,condition,MONDO Code,condition_description,0003441,dystonic disorder,http://purl.obolibrary.org/obo/mondo.owl,
Epileptic encephalopathy not otherwise specified,Epileptic encephalopathy,condition,HPO Code,condition_description,0200134,Epileptic encephalopathy,http://purl.obolibrary.org/obo/hp.owl,
Epileptic encephalopathy not otherwise specified,developmental and epileptic encephalopathy,condition,MONDO Code,condition_description,0100062,developmental and epileptic encephalopathy,http://purl.obolibrary.org/obo/mondo.owl,
"Polyhydramnios, megalencephaly and symptomatic epilepsy syndrome (PMSE) caused by homozygous or compound heterozygous mutations in STRADA","polyhydramnios, megalencephaly, and symptomatic epilepsy",condition,MONDO Code,condition_description,0012611,"polyhydramnios, megalencephaly, and symptomatic epilepsy",http://purl.obolibrary.org/obo/mondo.owl,
Unverricht-Lundborg Disease,Unverricht-Lundborg syndrome,condition,MONDO Code,condition_description,0009698,Unverricht-Lundborg syndrome,http://purl.obolibrary.org/obo/mondo.owl,
